;FEATURES;TRAIN DATE;TEST DATE;MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;NORMALIZATION;TRAINING_TIME;TEST_TIME;mape;mae
275;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;1252.6674718856812;0.0333397388458251;29.07731653844401;59.73281891888504
276;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;24;zscore;8.998730182647705;0.2709968090057373;14.547193906825209;20.14380241604464
277;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;48;zscore;9.232775926589966;0.3894026279449463;14.274097548465072;19.53564289458857
278;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;72;zscore;11.632672786712646;0.4636402130126953;14.535387239416638;19.053819148809136
279;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;168;zscore;19.330979108810425;0.4471273422241211;15.28394932649553;18.92301903227185
280;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;24;zscore;22.00882244110108;0.0438647270202636;15.746129631134089;20.12247923809557
281;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;48;zscore;39.93409776687622;0.054654836654663;16.179220657965757;20.17020664893316
282;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;72;zscore;57.90781736373901;0.0588159561157226;16.58158214316033;20.32447492483081
283;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;168;zscore;125.64487099647522;0.0449931621551513;17.594279524748433;20.21888911913396
284;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;101.288081407547;0.018218994140625;15.900766371335264;22.76659400096556
285;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;167.77103567123413;0.0197887420654296;15.288028950910824;21.281303804902752
286;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;235.96823740005493;0.0226783752441406;15.213574788450352;20.26578056164047
287;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;500.5379822254181;0.0220129489898681;15.27137450913056;19.99874569521032
288;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;24;zscore;10.93159294128418;0.4179584980010986;17.131172243737474;26.53786194923772
289;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;48;zscore;12.768172025680542;0.3775222301483154;17.601756169275085;29.30684388717633
290;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;72;zscore;16.77668523788452;0.4342916011810303;16.586360874558117;27.506190086618385
291;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;168;zscore;29.140553951263428;0.4394528865814209;18.349070045491864;30.09549507041588
292;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;24;zscore;37.93713188171387;0.0440702438354492;15.280449433948576;22.42227927275617
293;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;48;zscore;67.769357919693;0.0441548824310302;15.743914289430167;23.32677247820577
294;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;72;zscore;100.2784547805786;0.0443291664123535;16.634684361127277;24.270587133972537
295;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;168;zscore;228.9646322727204;0.0448839664459228;16.549103450520402;23.09983141660266
296;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;157.70645928382874;0.0200016498565673;16.181182917088783;25.52599078112604
297;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;269.9971914291382;0.0249900817871093;16.038641854142995;25.67312355083762
298;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;392.3000466823578;0.0210227966308593;16.545013087957173;26.086669217870032
299;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;851.0104808807373;0.0288155078887939;15.478053992440788;24.047306828985647
300;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;24;zscore;14.467343091964722;0.4027333259582519;16.559772841294635;25.08904598376917
301;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;48;zscore;18.63840699195861;0.4188354015350342;18.04339345873938;29.170186900886964
302;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;72;zscore;24.186096668243408;0.4151496887207031;17.55002601899931;28.35455390686333
303;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;m5p;(10 25);24;168;zscore;45.29565143585205;0.4517195224761963;18.498031498552507;30.13563560678889
304;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;24;zscore;71.0569920539856;0.0696809291839599;16.72852113434241;25.36081931689825
305;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;48;zscore;120.06431269645692;0.0446300506591796;16.62448757537669;24.94628796164107
306;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;72;zscore;167.8550100326538;0.0550043582916259;17.726945552977284;26.342239361378216
307;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;rf;(300 10 4 1);24;168;zscore;367.6785190105438;0.045764684677124;18.12814353019021;26.82702741900417
308;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;261.8866991996765;0.0245361328125;14.354431411229438;22.205599033922912
309;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;436.97459745407104;0.0240278244018554;15.311746240193884;24.530120817512906
310;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;606.2522668838501;0.0280361175537109;15.980941332732971;25.308283791676583
311;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-05-01 00:00:00 - 2022-05-01 00:00:00;2022-05-01 00:00:00 - 2022-06-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;1251.1658463478088;0.0329258441925048;15.668415394722787;24.13981801780241
312;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;24;zscore;8.686021566390991;0.3179631233215332;31.253903396137588;45.30822223960795
313;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;48;zscore;9.575799942016602;0.4126706123352051;30.427445477896075;44.51700346021187
314;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;72;zscore;11.613007545471191;0.4439234733581543;28.736248818741828;43.09355585699163
315;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;168;zscore;19.14527916908264;0.4744362831115722;31.86160094128213;45.72062601983505
316;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;24;zscore;22.39498472213745;0.0439498424530029;33.90253889275458;46.86883463191335
317;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;48;zscore;39.28862428665161;0.0440671443939209;34.001576302188795;46.09825413503352
318;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;72;zscore;57.43154740333557;0.0446646213531494;32.51891580130467;45.20101985143556
319;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;126.33535075187685;0.0443410873413085;34.54265284969223;46.50371930134213
320;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;103.46758460998537;0.0196931362152099;32.84258792290273;48.22457434968285
321;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;170.68881249427795;0.0206577777862548;32.426148912146346;47.14378467256871
322;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;237.6217126846313;0.021827220916748;30.490089647165792;44.80484404827951
323;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;495.89027547836304;0.0293712615966796;32.703868174846825;46.647042755485344
324;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;24;zscore;11.303274154663086;0.376889705657959;35.861697800368226;47.412670345577006
325;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;48;zscore;13.26313018798828;0.4389016628265381;34.48380460906758;45.39693938743578
326;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;72;zscore;16.36515998840332;0.4558305740356445;33.53357546726886;44.79501339227536
327;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;168;zscore;30.03629231452942;0.3777952194213867;36.563205477248005;47.98756624381319
328;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;24;zscore;40.48449635505676;0.0441396236419677;38.39354294085759;48.70710731150504
329;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;48;zscore;72.48532032966614;0.0443136692047119;38.9849781465949;48.83403155432485
330;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;72;zscore;104.8179132938385;0.0546107292175293;38.11644126468964;48.56555569799876
331;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;227.55574250221247;0.0449161529541015;41.7276273456337;51.19590419559176
332;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;161.02169752120972;0.0206215381622314;32.09748377133892;43.28622238844903
333;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;278.3431062698364;0.0219786167144775;31.04493846080334;41.528826775984335
334;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;395.0473442077637;0.0272912979125976;30.020173229315724;40.47624633644096
335;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;856.9724729061127;0.0255422592163085;32.39056509136475;42.88410970655954
336;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;24;zscore;15.975829124450684;0.4163124561309814;34.36291522353375;46.7884845399741
337;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;48;zscore;19.84579634666443;0.4311108589172363;35.17701153065066;47.3506220278243
338;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;72;zscore;25.69332456588745;0.4019262790679931;33.24695562105758;44.69966874090205
339;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;168;zscore;47.916818141937256;0.4374318122863769;45.33596020847551;67.7956672257567
340;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;24;zscore;78.52021408081055;0.054894208908081;36.51464748926281;46.99626138086787
